site,site_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Chamizal C41,481410044,1.0,2.0,1.0,1.0,2.0,0.0,-1.0,0.0,-1.0,-3.0,-4.0,-1.0,-2.0,-1.0,1.0,0.0,2.0,2.0,1.0,-999,1.0,0.0,1.0,1.0
Chamizal C41,481410044,G,G,G,G,G,G,G,G,G,G,B,G,G,G,G,G,G,G,G,M,G,G,G,G
Ascarate Park South,481410055,16.8,10.0,10.6,12.3,12.5,10.9,10.3,11.3,14.1,14.0,10.9,9.5,6.9,10.9,9.9,11.9,10.0,4.7,6.0,-999,7.2,9.9,13.3,19.6
Ascarate Park South,481410055,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G
Socorro Hueco C49,481410057,3.2,2.5,4.0,2.7,3.1,2.2,1.1,3.2,5.5,3.6,2.7,2.8,1.8,0.9,2.0,3.3,2.8,0.4,1.8,1.8,2.5,4.0,5.5,7.7
Socorro Hueco C49,481410057,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Fayette C601,481490001,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Fayette C601,481490001,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
Galveston Airport C,481671034,7.0,5.0,7.0,9.0,10.0,3.0,7.0,6.0,13.0,14.0,8.0,10.0,12.0,10.0,6.0,10.0,11.0,5.0,6.0,-999,1.0,2.0,5.0,6.0
Galveston Airport C,481671034,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G
Houston Aldine C8,482010024,15.0,17.0,15.0,17.0,19.0,24.0,29.0,25.0,25.0,17.0,12.0,14.0,11.0,13.0,13.0,12.0,13.0,18.0,-2.0,-999,14.0,17.0,21.0,30.0
Houston Aldine C8,482010024,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G
Channelview C15,482010026,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Channelview C15,482010026,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
Houston North Waysi,482010046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Houston North Waysi,482010046,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
Houston Bayland Par,482010055,15.9,13.5,12.3,11.5,10.3,14.4,15.6,14.3,19.6,12.5,10.4,9.5,6.9,11.0,10.6,13.8,17.3,14.8,11.0,-999,15.6,16.1,18.1,16.1
Houston Bayland Par,482010055,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G
Baytown C148,482010058,12.1,14.1,13.4,10.6,14.1,13.5,12.8,14.0,23.0,11.4,12.4,11.9,15.5,10.6,12.0,12.8,13.3,13.5,18.5,-999,18.3,19.1,14.8,7.2
Baytown C148,482010058,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G
Houston Westhollow,482010066,13.0,14.1,12.6,13.0,18.8,19.0,16.5,19.6,22.5,16.3,10.9,12.5,14.1,11.8,11.0,11.9,17.6,12.5,5.7,-999,10.9,11.3,13.1,15.1
Houston Westhollow,482010066,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G
Houston Park Place,482010416,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Houston Park Place,482010416,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
Houston East C1,482011034,15.5,19.1,21.1,16.6,20.1,23.8,28.0,29.0,33.2,17.0,15.3,9.0,11.5,12.3,11.0,13.0,18.0,15.5,18.8,-999,15.0,11.0,9.5,8.0
Houston East C1,482011034,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G
Clinton C403,482011035,13.5,15.1,14.1,15.4,13.5,18.1,16.6,19.5,42.1,18.6,7.4,7.0,10.5,8.8,8.8,6.7,9.6,11.9,24.1,11.3,9.0,26.8,10.0,10.8
Clinton C403,482011035,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Houston Deer Park C,482011039,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Houston Deer Park C,482011039,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
Seabrook Friendship,482011050,7.7,5.7,8.0,7.0,9.1,11.0,8.1,10.0,16.6,14.1,14.8,15.5,8.5,16.3,14.1,16.0,13.3,11.5,10.0,-999,6.0,3.6,6.2,6.4
Seabrook Friendship,482011050,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G
Houston North Loop,482011052,18.8,20.5,17.1,14.3,19.6,21.6,23.8,23.3,28.3,21.6,12.1,12.9,12.0,11.0,9.5,16.1,18.1,14.4,14.5,-999,21.1,25.1,22.0,19.6
Houston North Loop,482011052,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G
Karnack C85,482030002,10.5,11.1,13.6,13.5,11.5,11.8,8.5,6.9,13.5,11.3,16.3,16.0,15.4,14.9,15.0,8.4,21.8,12.8,18.8,-999,19.1,13.1,15.5,15.0
Karnack C85,482030002,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G
Mission C43,482150043,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Mission C43,482150043,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
Edinburg C1046,482151046,2.7,5.4,4.4,2.3,5.5,7.9,5.5,5.0,3.2,7.0,6.5,8.1,12.4,8.3,11.3,9.4,6.5,5.2,8.5,-999,5.2,3.8,4.2,6.2
Edinburg C1046,482151046,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G
Thomas Jefferson Sc,482450021,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-7.0,9.0,15.0,18.0,15.0,-1.0,35.0,7.0,-999,15.0,13.0,14.0,8.0
Thomas Jefferson Sc,482450021,M,M,M,M,M,M,M,M,M,M,M,B,G,G,G,G,G,G,G,M,G,G,G,G
Hamshire C64,482450022,5.0,6.0,6.0,7.0,5.0,6.0,11.0,7.0,6.0,13.0,10.0,9.0,14.0,13.0,12.0,11.0,13.0,6.0,6.0,-999,-6.0,13.0,7.0,6.0
Hamshire C64,482450022,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M,B,G,G,G
Beaumont Mary C1050,482451050,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Beaumont Mary C1050,482451050,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
Kaufman C71,482570005,12.3,12.9,12.1,13.8,10.6,12.1,11.8,9.4,7.9,14.5,16.3,11.8,14.8,15.1,14.0,13.5,12.5,8.4,11.9,-999,0.5,5.4,3.2,6.0
Kaufman C71,482570005,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G
Corpus Christi - Na,482730314,2.7,2.3,4.7,3.3,3.1,3.1,2.8,4.2,4.7,1.0,5.7,-999,7.2,6.2,3.0,3.1,4.4,5.2,2.3,-999,5.7,4.0,4.2,4.2
Corpus Christi - Na,482730314,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G,G,G,G,M,G,G,G,G
Lubbock 12th Street,483031028,7.0,13.0,9.1,10.1,15.3,11.6,-1.0,4.2,3.3,0.6,7.9,2.0,7.0,6.4,5.2,3.0,7.9,5.2,5.2,-999,12.4,5.0,13.3,2.8
Lubbock 12th Street,483031028,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G
Waco C1037,483091037,11.5,14.3,15.5,17.6,15.4,12.6,12.4,11.4,24.0,17.3,12.5,4.7,8.4,9.8,6.2,6.0,7.2,13.4,12.5,22.3,18.1,4.5,12.5,13.4
Waco C1037,483091037,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Eagle Pass C319,483230004,2.7,7.4,5.5,10.0,8.5,6.9,6.7,8.6,6.0,10.0,6.5,11.8,6.5,7.7,5.5,6.5,7.7,6.0,6.5,-999,9.5,5.7,4.0,6.5
Eagle Pass C319,483230004,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G
Conroe Relocated C7,483390078,15.0,14.5,16.1,17.5,16.3,15.3,13.6,10.9,5.5,8.6,8.0,9.4,13.0,12.6,15.0,13.4,18.1,6.5,17.1,-999,11.5,13.1,16.6,27.8
Conroe Relocated C7,483390078,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G
Corsicana C1051,483491051,14.5,13.8,13.1,12.5,10.0,13.1,16.3,11.0,16.3,12.1,11.8,10.5,12.6,8.9,7.0,8.4,15.5,13.5,20.1,-999,12.3,8.5,7.5,6.0
Corsicana C1051,483491051,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G
Corpus Christi West,483550025,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Corpus Christi West,483550025,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
Corpus Christi Huis,483550032,2.0,3.0,6.0,6.0,2.0,8.0,6.0,7.0,4.0,5.0,8.0,3.0,4.0,-999,4.0,14.0,8.0,7.0,3.0,-999,3.0,1.0,8.0,5.0
Corpus Christi Huis,483550032,G,G,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G,G,M,G,G,G,G
Corpus Christi Dona,483550034,5.0,5.5,6.2,3.2,3.8,4.9,2.1,5.0,4.5,4.5,5.2,3.1,7.4,8.9,6.2,6.0,9.4,6.0,8.4,-999,4.5,4.2,7.0,3.7
Corpus Christi Dona,483550034,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G
SETRPC Mauriceville,483611100,9.0,7.0,7.0,7.0,6.0,9.0,10.0,1.0,9.0,17.0,6.0,15.0,10.0,9.0,8.0,6.0,12.0,5.0,14.0,-999,5.0,11.0,9.0,13.0
SETRPC Mauriceville,483611100,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G
Amarillo Texas A&M,483750320,6.0,11.0,12.0,11.0,14.0,9.0,0.0,2.0,4.0,-2.0,5.0,11.0,-1.0,8.0,9.0,6.0,6.0,4.0,5.0,-999,3.0,8.0,14.0,12.0
Amarillo Texas A&M,483750320,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G
Ft. Worth Northwest,484391002,9.0,14.0,10.0,14.0,14.0,17.0,12.0,10.0,15.0,20.0,28.0,21.0,22.0,14.0,15.0,12.0,17.0,16.0,15.0,-999,-1.0,10.0,13.0,16.0
Ft. Worth Northwest,484391002,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G
Haws Athletic Cente,484391006,15.0,12.5,12.9,14.4,14.3,16.1,106.5,43.7,16.1,29.0,18.1,15.3,12.9,15.3,15.3,15.3,19.3,14.3,16.3,-999,9.4,13.4,13.8,13.1
Haws Athletic Cente,484391006,G,G,G,G,G,G,B,G,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G
Fort Worth CA Parkw,484391053,11.0,12.0,12.0,9.0,14.0,13.0,10.0,11.0,12.0,15.0,18.0,10.0,16.0,15.0,14.0,10.0,14.0,16.0,23.0,-999,7.0,13.0,8.0,6.0
Fort Worth CA Parkw,484391053,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G
Arlington Municipal,484393011,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Arlington Municipal,484393011,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
Austin North Hills,484530014,8.0,8.0,10.0,12.0,7.0,8.0,12.0,16.0,9.0,17.0,20.0,17.0,11.0,14.0,9.0,14.0,12.0,11.0,16.0,-999,10.0,12.0,9.0,13.0
Austin North Hills,484530014,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G
Audubon C38,484530020,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Audubon C38,484530020,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
Austin Webberville,484530021,7.0,9.0,11.0,10.0,14.0,13.0,15.0,12.0,14.0,20.0,21.0,17.0,20.0,17.0,11.0,11.0,6.0,9.0,10.0,-999,0.0,7.0,9.0,11.0
Austin Webberville,484530021,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G
Austin North Inters,484531068,9.0,12.0,11.0,9.0,16.0,14.0,18.0,10.0,15.0,16.0,14.0,17.0,10.0,12.0,13.0,9.0,7.0,11.0,10.0,-999,11.0,12.0,18.0,20.0
Austin North Inters,484531068,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G
Laredo C313,484790313,6.5,8.0,5.7,5.4,4.7,7.9,4.7,5.5,6.5,5.7,9.0,3.3,7.4,4.2,1.3,8.9,5.4,-0.4,4.9,-999,12.4,9.0,9.4,8.5
Laredo C313,484790313,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G
FES Aragon,484800150584,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
FES Aragon,484800150584,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
Tijuana,484MEX010001,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Tijuana,484MEX010001,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
Smithfield,490050007,4.0,7.4,6.0,6.2,6.7,6.0,6.4,7.4,8.0,8.9,9.0,8.8,6.7,7.2,7.0,6.2,5.7,6.2,10.5,4.0,3.0,3.7,4.0,4.0
Smithfield,490050007,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
P2,490071003,3.0,2.8,2.7,2.8,2.8,2.8,3.0,3.1,3.2,3.8,4.5,3.7,3.2,3.1,3.6,3.8,4.0,3.8,3.7,3.7,3.6,3.2,3.6,3.5
P2,490071003,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
BV,490110004,4.0,3.2,2.7,2.6,3.0,4.2,4.5,5.2,5.0,5.9,8.0,8.9,7.2,6.5,7.0,6.7,5.4,6.0,5.7,6.2,5.4,3.2,3.2,3.6
BV,490110004,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Roosevelt,490130002,3.2,3.2,2.2,2.6,3.8,4.5,5.2,6.2,6.9,9.4,12.0,11.0,9.0,5.5,4.4,3.7,3.2,3.1,3.2,3.2,7.5,2.3,2.2,2.6
Roosevelt,490130002,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Enoch,490210005,4.0,4.2,4.7,6.4,9.8,7.5,7.5,9.5,10.5,13.5,10.4,13.0,12.4,9.5,7.7,7.4,8.6,8.0,7.7,7.5,8.1,8.8,11.5,10.4
Enoch,490210005,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Hawthorne,490353006,4.2,4.2,3.7,3.2,2.8,3.8,3.7,3.7,3.7,2.8,3.5,4.0,5.7,6.0,5.4,5.9,5.0,4.7,5.5,8.0,6.9,4.5,4.4,5.0
Hawthorne,490353006,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Rose Park,490353010,5.0,3.7,2.7,2.6,2.7,2.5,3.1,3.1,3.5,4.5,5.4,6.5,5.7,4.5,4.4,5.0,4.2,4.2,4.7,5.9,3.6,2.2,3.2,3.3
Rose Park,490353010,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Herriman #3,490353013,5.5,5.0,4.7,4.0,4.4,4.5,4.9,4.9,4.9,5.0,6.2,4.2,3.0,3.2,4.0,3.8,4.5,3.8,4.0,3.6,5.5,3.8,3.6,4.7
Herriman #3,490353013,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Erda,490450004,3.2,3.6,3.6,3.0,2.7,2.7,3.0,3.0,3.5,3.7,3.8,4.9,4.2,5.0,5.2,5.2,4.7,5.0,4.5,3.7,-999,-999,-999,-999
Erda,490450004,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M,M,M,M
Vernal #4,490471004,3.8,3.3,3.2,3.7,4.5,4.5,4.4,4.0,4.0,4.0,5.0,5.2,4.5,4.7,3.7,3.1,2.6,2.5,2.6,3.2,4.2,4.7,3.2,5.9
Vernal #4,490471004,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Redwash,490472002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Redwash,490472002,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
Ouray,490472003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Ouray,490472003,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
Lindon,490494001,4.0,3.7,3.7,3.7,3.6,3.6,3.7,3.8,5.0,4.5,4.0,3.6,4.7,6.5,7.2,10.5,4.2,4.5,5.5,3.2,3.6,4.0,5.2,4.7
Lindon,490494001,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Spanish Fork,490495010,5.7,4.5,5.2,4.7,3.7,3.5,3.8,4.0,4.9,8.0,8.9,10.5,8.3,7.2,5.7,12.1,8.6,14.5,8.5,5.5,5.2,8.5,7.5,6.2
Spanish Fork,490495010,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Hurricane,490530007,6.2,5.7,5.2,10.9,10.0,10.6,8.4,6.0,6.7,8.1,7.0,7.9,7.2,7.5,7.4,7.4,7.2,7.5,7.9,7.7,9.3,9.8,9.0,9.9
Hurricane,490530007,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Zion NP,490530130,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Zion NP,490530130,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
Harrisville,490571003,2.0,2.1,2.1,2.2,2.2,2.3,3.0,2.5,2.1,3.2,3.3,2.8,3.3,3.5,3.3,3.2,3.5,3.2,2.2,2.3,3.6,4.0,3.7,3.1
Harrisville,490571003,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Chisinau,498MLD010001,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Chisinau,498MLD010001,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
Bennington,500030004,48.1,47.6,46.3,60.2,59.7,62.3,60.0,60.8,61.0,60.5,66.2,68.7,61.1,52.7,39.3,41.5,48.3,61.7,75.0,73.5,77.2,75.9,78.5,95.2
Bennington,500030004,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Underhill,500070007,-999,25.1,31.0,21.3,13.4,10.5,8.5,7.7,7.5,7.7,10.6,12.6,19.0,19.8,12.6,11.9,6.0,4.5,4.2,4.7,4.2,3.7,3.6,3.2
Underhill,500070007,M,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Burlington,500070014,-999,39.5,30.5,24.5,18.8,21.6,22.5,12.0,12.5,18.3,17.1,19.6,25.3,28.8,31.8,30.0,29.6,25.1,31.5,17.1,6.7,6.0,4.5,4.2
Burlington,500070014,M,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Rutland,500210002,-999,37.8,37.3,38.0,31.6,22.8,18.6,17.1,15.5,9.9,6.9,6.4,8.8,9.0,11.3,13.8,19.3,26.3,26.6,23.8,22.3,23.3,22.1,20.5
Rutland,500210002,M,G,G,G,G,G,G,G,G,G,G,B,B,G,G,G,G,G,G,G,G,G,G,G
Albemarle HS,510030001,35.2,35.7,34.7,34.2,34.2,35.3,35.1,34.5,32.5,19.1,30.3,28.0,22.8,21.8,21.3,22.1,21.6,21.6,21.3,22.6,24.1,14.0,14.0,15.3
Albemarle HS,510030001,G,G,G,G,G,G,G,G,G,B,G,G,G,G,G,G,G,G,G,G,G,G,G,G
SHIRLEY PLANTATION,510360002,37.8,37.3,36.6,37.1,36.1,35.3,35.5,35.7,39.7,43.7,71.4,111.9,92.2,72.4,72.0,70.0,54.3,30.5,19.6,20.1,21.1,20.6,20.8,22.3
SHIRLEY PLANTATION,510360002,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
FRANCONIA,510590030,39.5,38.5,71.7,129.4,143.1,142.1,148.4,147.4,155.0,157.4,130.0,136.0,121.0,100.4,96.0,70.2,69.5,66.7,65.4,63.2,69.9,78.4,88.0,92.0
FRANCONIA,510590030,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
LESTER BUILDING SYS,510690010,35.7,35.7,34.6,31.6,31.3,34.8,33.8,27.3,33.1,59.6,81.0,76.5,65.5,64.9,60.2,51.5,47.2,46.2,45.6,42.7,42.2,42.2,41.8,43.1
LESTER BUILDING SYS,510690010,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
MATH & SCIENCE CTR,510870014,36.6,34.7,34.2,34.7,33.6,33.5,33.0,33.7,44.5,94.2,120.2,119.7,104.0,98.0,95.0,74.0,54.8,43.2,36.2,36.1,20.1,20.3,21.3,21.8
MATH & SCIENCE CTR,510870014,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Shenandoah NP,511130003,26.1,26.1,26.3,26.3,25.1,23.8,22.5,20.1,19.6,16.1,20.1,26.1,24.8,21.8,22.5,20.3,19.6,31.3,36.2,42.5,36.6,31.5,30.6,30.3
Shenandoah NP,511130003,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
EAST VINTON ELEMENT,511611004,32.5,32.3,33.6,34.8,34.0,33.7,33.7,33.2,32.0,32.3,31.8,31.0,30.8,29.6,29.0,27.8,26.3,24.6,24.8,26.0,26.3,26.0,26.1,26.1
EAST VINTON ELEMENT,511611004,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
HAMPTON,516500008,37.3,37.5,39.2,40.0,40.2,40.5,46.5,89.2,127.5,156.6,137.0,144.5,149.5,146.8,140.8,142.5,141.9,142.5,135.5,86.2,28.8,28.5,28.3,25.6
HAMPTON,516500008,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Ritzville-Alder St,530010003,3.8,3.6,4.5,4.2,3.6,3.5,3.5,3.7,3.7,4.4,4.7,4.0,3.7,3.6,3.7,3.3,3.2,3.3,3.1,3.3,3.3,3.2,3.1,4.0
Ritzville-Alder St,530010003,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Clarkston-13th St,530030004,5.4,5.7,6.7,7.9,9.0,10.1,10.5,9.5,9.0,12.3,16.3,13.5,13.4,9.3,10.1,10.0,8.3,5.0,4.5,4.2,4.7,4.7,4.7,5.0
Clarkston-13th St,530030004,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Kennewick-Metaline,530050002,6.0,9.0,7.2,6.5,4.7,4.9,4.7,5.0,5.9,5.2,5.7,6.2,5.9,5.4,5.4,5.4,4.5,4.2,4.5,4.5,4.4,4.5,4.0,5.0
Kennewick-Metaline,530050002,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Kennewick-S Clodfel,530050003,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.6,1.8,1.5,1.1,1.1,1.1,1.1,0.9,1.0,0.9,0.9,1.1,1.0,0.8,1.3
Kennewick-S Clodfel,530050003,M,M,M,M,M,M,M,M,M,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Chelan-Woodin Ave,530070007,3.6,3.7,3.7,3.7,3.6,3.6,3.7,3.7,4.0,4.2,4.5,4.5,4.7,5.0,5.2,5.0,5.4,5.2,5.0,4.5,3.8,3.6,4.0,4.0
Chelan-Woodin Ave,530070007,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Leavenworth-Evans S,530070010,5.0,5.2,4.5,4.5,5.2,5.0,5.0,5.0,5.2,5.5,6.0,5.7,5.7,5.9,5.2,5.5,4.7,4.2,4.4,4.5,4.5,4.4,4.5,4.7
Leavenworth-Evans S,530070010,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Wenatchee-Fifth St,530070011,5.7,5.2,5.7,5.7,5.7,5.7,5.7,6.0,6.0,6.4,6.7,6.9,7.0,7.2,6.9,7.0,7.0,7.0,7.7,8.8,8.6,8.1,7.7,7.0
Wenatchee-Fifth St,530070011,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Cheeka Peak,530090013,2.7,3.2,4.0,6.0,5.2,4.7,4.0,4.5,4.2,4.0,4.2,4.2,4.0,4.2,4.7,5.5,6.4,6.5,6.9,6.9,6.4,5.5,5.5,5.0
Cheeka Peak,530090013,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Neah Bay 2-Makah Tr,530090015,2.6,2.6,3.3,3.1,2.7,2.7,2.8,2.8,3.2,3.3,3.7,3.8,3.7,3.7,4.2,4.2,3.7,4.0,4.2,3.8,3.6,3.2,3.2,3.2
